LJ028-0027|For ten days you follow down the river, through little villages and black tent encampments, among scenes of strange Arab life which never lose their charm.|For ten days you follow down the river, through little villages and black tent encampments, among scenes of strange Arab life which never lose their charm.
LJ034-0145|Brennan had seen Oswald's picture on television, and he told the Commission that whether this affected his identification, quote, is something I do not know.|Brennan had seen Oswald's picture on television, and he told the Commission that whether this affected his identification, quote, is something I do not know.
LJ046-0039|As the ceremonial head of the Government the President must discharge a wide range of public duties, not only in Washington but throughout the land.|As the ceremonial head of the Government the President must discharge a wide range of public duties, not only in Washington but throughout the land.
LJ050-0226|18 agents are proposed for a rotating pool which will go through an intensive training cycle and also be available to supplement the White House detail|eighteen agents are proposed for a rotating pool which will go through an intensive training cycle and also be available to supplement the White House detail
LJ010-0227|He went from Newgate first to Bethlehem, from which he was removed to Broadmoor on the opening of the great criminal lunatic asylum at that place.|He went from Newgate first to Bethlehem, from which he was removed to Broadmoor on the opening of the great criminal lunatic asylum at that place.
LJ013-0147|who declared that the rough diamond market was in such a depressed condition that they could only afford to give £1750 for stones worth|who declared that the rough diamond market was in such a depressed condition that they could only afford to give one thousand seven fifty pounds for stones worth
LJ046-0252|Although the CIA had on file requests from the Treasury Department for information on the counterfeiting of U.S. currency and certain smuggling matters,|Although the CIA had on file requests from the Treasury Department for information on the counterfeiting of U.S. currency and certain smuggling matters,
LJ002-0243|with jurisdiction to hold pleas in all actions within the prescribed limits. The court was chiefly used for the recovery of small debts under £10|with jurisdiction to hold pleas in all actions within the prescribed limits. The court was chiefly used for the recovery of small debts under ten pounds
LJ007-0227|The inspectors were not to be deterred, however, by any opposition from the earnest discharge of their functions, and continued to report against Newgate.|The inspectors were not to be deterred, however, by any opposition from the earnest discharge of their functions, and continued to report against Newgate.
LJ016-0130|The first intimation of his escape was afforded by the police, who informed the prison authorities next day that a rope was hanging down from the cook-house roof.|The first intimation of his escape was afforded by the police, who informed the prison authorities next day that a rope was hanging down from the cook-house roof.
LJ004-0226|It was also claimed for the more ample and more orderly distribution of victuals, that the general health of the prisoners had greatly improved.|It was also claimed for the more ample and more orderly distribution of victuals, that the general health of the prisoners had greatly improved.
LJ007-0190|Next year we find the inspectors expressing their satisfaction that "the full and faithful exposure which we felt it our duty to make of Newgate|Next year we find the inspectors expressing their satisfaction that "the full and faithful exposure which we felt it our duty to make of Newgate
LJ018-0364|It will be remembered that she made a statement which led to the empaneling of a jury of matrons, who decided that there was no cause for an arrest of judgment.|It will be remembered that she made a statement which led to the empaneling of a jury of matrons, who decided that there was no cause for an arrest of judgment.
LJ041-0125|Mrs. Oswald said that her husband did not say anything about Governor Connally after his return to the United States. She testified, quote,|Mrs. Oswald said that her husband did not say anything about Governor Connally after his return to the United States. She testified, quote,
LJ044-0191|Now there appeared to be no chance to get to Cuba, where he had thought he might find his communist ideal. The U.S. Government would not permit travel there|Now there appeared to be no chance to get to Cuba, where he had thought he might find his communist ideal. The U.S. Government would not permit travel there
LJ017-0049|with morbid curiosity to scan his features and watch his demeanor through the shifting, nicely-balanced phases of his protracted trial.|with morbid curiosity to scan his features and watch his demeanor through the shifting, nicely-balanced phases of his protracted trial.
LJ003-0237|The fees on reception and discharge must be deemed exorbitant, when it is remembered the impoverished class who usually crowded the jail;|The fees on reception and discharge must be deemed exorbitant, when it is remembered the impoverished class who usually crowded the jail;
LJ007-0045|They amused themselves after their own fashion; played all day long at blind-man's-buff and leap-frog, or beat each other with a knotted handkerchief,|They amused themselves after their own fashion; played all day long at blind-man's-buff and leap-frog, or beat each other with a knotted handkerchief,
LJ012-0133|The fraudulent messenger, by the help of young Caspar, established his claim to the boxes, paid the wharfage dues, and carried off the gold-dust.|The fraudulent messenger, by the help of young Caspar, established his claim to the boxes, paid the wharfage dues, and carried off the gold-dust.
LJ012-0238|He fainted, and the warrant of mercy nearly proved his death-blow. The other two looked on at his agitation with an indifference amounting to apathy.|He fainted, and the warrant of mercy nearly proved his death-blow. The other two looked on at his agitation with an indifference amounting to apathy.
LJ004-0006|Howard's energy and devotion were rewarded by lively sympathy, but the desire to improve which followed his exposures was but short-lived.|Howard's energy and devotion were rewarded by lively sympathy, but the desire to improve which followed his exposures was but short-lived.
LJ008-0075|She is described as a well-made little woman, something more than thirty years of age, of a pale complexion and not disagreeable features.|She is described as a well-made little woman, something more than thirty years of age, of a pale complexion and not disagreeable features.
LJ017-0079|Meanwhile the bill discounters who held the forged acceptances, with other promissory notes, began to clamor for payment, and talk of issuing writs.|Meanwhile the bill discounters who held the forged acceptances, with other promissory notes, began to clamor for payment, and talk of issuing writs.
LJ041-0145|he had more protection than usual. It would appear, therefore, that to the extent Oswald's undesirable discharge affected his motivation,|he had more protection than usual. It would appear, therefore, that to the extent Oswald's undesirable discharge affected his motivation,
LJ011-0101|Hunton tried to fly the country on the detection of the fraud, but was arrested at Plymouth just as he was on the point of leaving England in the New York packet.|Hunton tried to fly the country on the detection of the fraud, but was arrested at Plymouth just as he was on the point of leaving England in the New York packet.
LJ021-0113|or whether their effect may have been to prevent that volume of production which would make possible lower prices and increased employment.|or whether their effect may have been to prevent that volume of production which would make possible lower prices and increased employment.
LJ026-0157|This process is, however, obscured during the day because of the oxygen freed in the manufacture of starch which goes on at that time.|This process is, however, obscured during the day because of the oxygen freed in the manufacture of starch which goes on at that time.
LJ029-0119|It afforded us a chance to have alternative routes if something happened on the motorcade route. It was the type of suburban area a good part of the way|It afforded us a chance to have alternative routes if something happened on the motorcade route. It was the type of suburban area a good part of the way
LJ032-0019|Shortly after the Mannlicher-Carcano rifle was found on the sixth floor of the Texas School Book Depository Building, agents of the FBI|Shortly after the Mannlicher-Carcano rifle was found on the sixth floor of the Texas School Book Depository Building, agents of the FBI
LJ045-0090|He was very much interested in autobiographical works of outstanding statesmen of the United States, to whom his wife thought he compared himself.|He was very much interested in autobiographical works of outstanding statesmen of the United States, to whom his wife thought he compared himself.
LJ049-0033|to move into the passenger section without hindrance or delay. Had the vehicle been so designed it is possible that an agent riding in the front seat|to move into the passenger section without hindrance or delay. Had the vehicle been so designed it is possible that an agent riding in the front seat
LJ003-0169|Prisoners who could afford it sometimes paid for four beds, at the rate of twenty-eight shillings, and so secured the luxury of a private room.|Prisoners who could afford it sometimes paid for four beds, at the rate of twenty-eight shillings, and so secured the luxury of a private room.
LJ033-0131|Frazier's view of the bag was from the rear. He continually advised that he was not paying close attention. For example, he said, quote,|Frazier's view of the bag was from the rear. He continually advised that he was not paying close attention. For example, he said, quote,
LJ038-0230|The county jail is at the corner of Houston and Main Streets, quote, right in the beginning of the city, end quote, after one travels through the underpass.|The county jail is at the corner of Houston and Main Streets, quote, right in the beginning of the city, end quote, after one travels through the underpass.
LJ047-0057|until March 1963, the FBI continued to accumulate information regarding Oswald but engaged in no active investigation.|until March nineteen sixty-three, the FBI continued to accumulate information regarding Oswald but engaged in no active investigation.
LJ049-0098|In 1902 bills passed both Houses of Congress but failed of enactment when the Senate refused to accept the conference report.|In nineteen oh two bills passed both Houses of Congress but failed of enactment when the Senate refused to accept the conference report.
LJ017-0078|Palmer tried to get a new insurance on the life of a hanger-on, one Bates, but no office would accept it, no doubt greatly to Bates's longevity.|Palmer tried to get a new insurance on the life of a hanger-on, one Bates, but no office would accept it, no doubt greatly to Bates's longevity.
LJ017-0244|The murders were perpetrated on the 10th September, and the ship continued her voyage for nearly three weeks, meeting and speaking one ship only.|The murders were perpetrated on the tenth September, and the ship continued her voyage for nearly three weeks, meeting and speaking one ship only.
LJ046-0069|I think he felt very strongly that the President ought to get out of Washington, and go meet the people on a regular basis. End quote.|I think he felt very strongly that the President ought to get out of Washington, and go meet the people on a regular basis. End quote.
LJ047-0108|During the interview Quigley obtained background information from Oswald which was inconsistent with information already in the Bureau's possession.|During the interview Quigley obtained background information from Oswald which was inconsistent with information already in the Bureau's possession.
LJ048-0004|After summarizing the Bureau's investigative interest in Oswald prior to the assassination, J. Edgar Hoover concluded that, quote,|After summarizing the Bureau's investigative interest in Oswald prior to the assassination, J. Edgar Hoover concluded that, quote,
LJ006-0209|the donation of a philanthropic gentleman, Captain Brown, but these, particularly the Bibles, bore little appearance of having been used.|the donation of a philanthropic gentleman, Captain Brown, but these, particularly the Bibles, bore little appearance of having been used.
LJ024-0127|You who know me can have no fear that I would tolerate the destruction by any branch of government of any part of our heritage of freedom.|You who know me can have no fear that I would tolerate the destruction by any branch of government of any part of our heritage of freedom.
LJ016-0215|The mark was valued at thirteenpence halfpenny, or rather more than the shilling, which from time immemorial had been the hangman's wages.|The mark was valued at thirteenpence halfpenny, or rather more than the shilling, which from time immemorial had been the hangman's wages.
LJ036-0040|In a later interview, Jones confirmed that he had exchanged words with a woman passenger on the bus during the ride south on Marsalis.|In a later interview, Jones confirmed that he had exchanged words with a woman passenger on the bus during the ride south on Marsalis.
LJ038-0233|He showed her a notebook 3 days later containing photographs of General Walker's home and a map of the area where the house was located.|He showed her a notebook three days later containing photographs of General Walker's home and a map of the area where the house was located.
LJ007-0199|baths, fumigating places for clothing, wash-house, and the removal of dust-bins, completed the new arrangements in the main prison.|baths, fumigating places for clothing, wash-house, and the removal of dust-bins, completed the new arrangements in the main prison.
LJ042-0046|This should answer your question, and also give you a glimpse of my way of thinking. So you speak of advantages. Do you think that is why I am here?|This should answer your question, and also give you a glimpse of my way of thinking. So you speak of advantages. Do you think that is why I am here?
LJ038-0295|An official of this church told FBI agents that services are held every Wednesday at the church except during the month of August.|An official of this church told FBI agents that services are held every Wednesday at the church except during the month of August.
LJ002-0188|being often obliged to pay a high rent for a bed at the coffee-house or in some room which was vacated by its regular occupant.|being often obliged to pay a high rent for a bed at the coffee-house or in some room which was vacated by its regular occupant.
LJ028-0269|One even shouted to them and said, "Why sit ye there, Persians? Why do ye not go back to your homes? Till mules foal ye will not take our city!"|One even shouted to them and said, "Why sit ye there, Persians? Why do ye not go back to your homes? Till mules foal ye will not take our city!"
LJ029-0076|On November 4, Gerald A. Behn, agent in charge of the White House detail, asked Sorrels to examine three potential sites for the luncheon.|On November four, Gerald A. Behn, agent in charge of the White House detail, asked Sorrels to examine three potential sites for the luncheon.
LJ003-0283|It was not strange, therefore, that the inmates of Newgate should turn their unoccupied brains and idle hands to all manner of mischief;|It was not strange, therefore, that the inmates of Newgate should turn their unoccupied brains and idle hands to all manner of mischief;
LJ017-0246|the mutineers took command of the ship, put her about till night-fall, by which time they had scuttled her, got out the boats, and all left the ship.|the mutineers took command of the ship, put her about till night-fall, by which time they had scuttled her, got out the boats, and all left the ship.
LJ030-0204|Special Agent Hill was scanning the few people standing on the south side of Elm Street after the motorcade had turned off Houston Street.|Special Agent Hill was scanning the few people standing on the south side of Elm Street after the motorcade had turned off Houston Street.
LJ002-0107|Quote, On the top of the jail, continues Neild, are a watch-house and a sentry-box, where two or more guards, with dogs and firearms,|Quote, On the top of the jail, continues Neild, are a watch-house and a sentry-box, where two or more guards, with dogs and firearms,
LJ008-0093|At the execution of Governor Wall, in 1802, the furious hatred of the mob was plainly apparent in their appalling cries.|At the execution of Governor Wall, in eighteen oh two, the furious hatred of the mob was plainly apparent in their appalling cries.
LJ018-0352|but there was no doubt of his guilt, as the Lord Chief Justice told him, while expressing great regret at his rash assertion.|but there was no doubt of his guilt, as the Lord Chief Justice told him, while expressing great regret at his rash assertion.
LJ001-0105|America has produced a good many showy books, the typography, paper, and illustrations of which are, however, all wrong,|America has produced a good many showy books, the typography, paper, and illustrations of which are, however, all wrong,
LJ046-0165|Most of these cases involved persons who used threatening language in communications to or about the President.|Most of these cases involved persons who used threatening language in communications to or about the President.
LJ013-0233|The bed was searched, but no piece of sharpened wood was found. It was thought that it might have been lost in changing the mattresses.|The bed was searched, but no piece of sharpened wood was found. It was thought that it might have been lost in changing the mattresses.
LJ036-0032|So I gave her a transfer and opened the door and she was going out the gentleman I had picked up about two blocks [back]|So I gave her a transfer and opened the door and she was going out the gentleman I had picked up about two blocks [back]
LJ008-0103|who had just arrived from the purlieus of Black Boy Alley, woebegone as Romeo's apothecary, exclaiming,|who had just arrived from the purlieus of Black Boy Alley, woebegone as Romeo's apothecary, exclaiming,
LJ029-0017|Moreover, he looked forward to the public appearances which he personally enjoyed. The basic decision on the November trip to Texas was made at a meeting of President Kennedy,|Moreover, he looked forward to the public appearances which he personally enjoyed. The basic decision on the November trip to Texas was made at a meeting of President Kennedy,
LJ029-0173|beginning on September 13, when the Times-Herald announced in a front page article that President Kennedy was planning a brief 1-day tour of four Texas cities|beginning on September thirteen, when the Times-Herald announced in a front page article that President Kennedy was planning a brief one-day tour of four Texas cities
LJ037-0083|Barbara Jeanette and Virginia Davis viewed a group of four men in a lineup and each one picked Oswald as the man who crossed their lawn while emptying his pistol.|Barbara Jeanette and Virginia Davis viewed a group of four men in a lineup and each one picked Oswald as the man who crossed their lawn while emptying his pistol.
LJ007-0151|and his connection with them is confirmed by that devotion and generosity towards their paramours in adversity for which these otherwise degraded women are remarkable.|and his connection with them is confirmed by that devotion and generosity towards their paramours in adversity for which these otherwise degraded women are remarkable.
LJ017-0007|It will be remembered that as far back as the reign of Henry VIII. a new and most cruel penalty was devised for the punishment of the Bishop of Rochester's cook,|It will be remembered that as far back as the reign of Henry the eighth a new and most cruel penalty was devised for the punishment of the Bishop of Rochester's cook,
LJ045-0182|Instead of returning to Irving on November 15 for his customary weekend visit, he remained in Dallas at his wife's suggestion because of the birthday party.|Instead of returning to Irving on November fifteen for his customary weekend visit, he remained in Dallas at his wife's suggestion because of the birthday party.
LJ050-0234|It has used other Treasury law enforcement agents on special experiments in building and route surveys in places to which the President frequently travels.|It has used other Treasury law enforcement agents on special experiments in building and route surveys in places to which the President frequently travels.
LJ006-0271|which would have greatly helped to keep out bad characters. Some idea of the difficulty and inconvenience of these lax regulations as regards visiting,|which would have greatly helped to keep out bad characters. Some idea of the difficulty and inconvenience of these lax regulations as regards visiting,
LJ016-0056|running a great risk of discovery as he passed by a lot of workmen at Tyler's manufactory in Warwick Square, which had formerly been the College of Physicians.|running a great risk of discovery as he passed by a lot of workmen at Tyler's manufactory in Warwick Square, which had formerly been the College of Physicians.
LJ039-0208|this was because of a defect in the scope which was recognized by the FBI agents and which they could have compensated for if they were aiming to hit a bull's-eye.|this was because of a defect in the scope which was recognized by the FBI agents and which they could have compensated for if they were aiming to hit a bull's-eye.
LJ041-0090|It wasn't anything extreme. I wouldn't go as far as to call it, call him a paranoid, but a definite tendency there was in that direction, I think, end quote.|It wasn't anything extreme. I wouldn't go as far as to call it, call him a paranoid, but a definite tendency there was in that direction, I think, end quote.
LJ044-0123|Stating that he had used his "position" with what he claimed to be the local branch of the Fair Play for Cuba Committee to, quote, foster communist ideals, end quote,|Stating that he had used his "position" with what he claimed to be the local branch of the Fair Play for Cuba Committee to, quote, foster communist ideals, end quote,
LJ047-0050|Oswald again agreed to advise the FBI if he were approached under suspicious circumstances; however, he deprecated the possibility of this happening,|Oswald again agreed to advise the FBI if he were approached under suspicious circumstances; however, he deprecated the possibility of this happening,
LJ050-0076|The problem is aggravated by the necessity that the Service obtain the assistance of local law enforcement officials in evaluating the information which it receives|The problem is aggravated by the necessity that the Service obtain the assistance of local law enforcement officials in evaluating the information which it receives
LJ033-0179|since the original bag had been discolored during various laboratory examinations and could not be used for valid identification by witnesses.|since the original bag had been discolored during various laboratory examinations and could not be used for valid identification by witnesses.
LJ006-0245|After severe suffering prolonged for many months, the inflammation was subdued, but the cartilage of the knee-joint was destroyed, and he was crippled for life.|After severe suffering prolonged for many months, the inflammation was subdued, but the cartilage of the knee-joint was destroyed, and he was crippled for life.
LJ007-0051|The brutal callousness of the bulk of the inmates of the press-yard may be gathered from the prison punishment-book, which frequently recorded such entries as the following:|The brutal callousness of the bulk of the inmates of the press-yard may be gathered from the prison punishment-book, which frequently recorded such entries as the following:
LJ037-0033|When questioned by police officers on the evening of November 22, Benavides told them that he did not think that he could identify the man who fired the shots.|When questioned by police officers on the evening of November twenty-two, Benavides told them that he did not think that he could identify the man who fired the shots.
LJ039-0049|He was the kind of person who could try and wound somebody in that way. Possibly he didn't want to go out at all but was just doing this all as a sort of joke,|He was the kind of person who could try and wound somebody in that way. Possibly he didn't want to go out at all but was just doing this all as a sort of joke,
LJ040-0006|The Commission has considered many possible motives for the assassination, including those which might flow from Oswald's commitment to Marxism or communism,|The Commission has considered many possible motives for the assassination, including those which might flow from Oswald's commitment to Marxism or communism,
LJ041-0152|Oswald studied Marxism after he joined the Marines and his sympathies in that direction and for the Soviet Union appear to have been widely known,|Oswald studied Marxism after he joined the Marines and his sympathies in that direction and for the Soviet Union appear to have been widely known,
LJ046-0199|The general files of PRS were not indexed by geographic location and were of little use in preparing for a Presidential visit to a specific locality.|The general files of PRS were not indexed by geographic location and were of little use in preparing for a Presidential visit to a specific locality.
LJ048-0125|the precautions taken for the President's trip were the usual safeguards employed on trips of this kind in the United States during the previous year, end quote.|the precautions taken for the President's trip were the usual safeguards employed on trips of this kind in the United States during the previous year, end quote.
LJ017-0137|In the latter hope he was happily disappointed. But as this case is beyond my subject, I merely mention it as one of the group already referred to.|In the latter hope he was happily disappointed. But as this case is beyond my subject, I merely mention it as one of the group already referred to.
LJ026-0038|the fact of the animal and vegetable kingdoms being related to one another like two trees united at the roots may be accounted for by the hypothesis that|the fact of the animal and vegetable kingdoms being related to one another like two trees united at the roots may be accounted for by the hypothesis that
LJ030-0030|President and Mrs. Kennedy walked along a chain-link fence at the reception area greeting a large crowd of spectators that had gathered behind it.|President and Mrs. Kennedy walked along a chain-link fence at the reception area greeting a large crowd of spectators that had gathered behind it.
LJ039-0024|She stated that it was not physical force which kept him from leaving the house. Quote, I couldn't keep him from going out if he really wanted to, end quote.|She stated that it was not physical force which kept him from leaving the house. Quote, I couldn't keep him from going out if he really wanted to, end quote.
LJ043-0122|who had previously interviewed Oswald, saw him on television and heard a radio debate in which he engaged on August 21, 1963.|who had previously interviewed Oswald, saw him on television and heard a radio debate in which he engaged on August twenty-one, nineteen sixty-three.
LJ043-0177|and his Communist and Socialist Worker's Party newspapers would probably have appeared on the front pages of newspapers or magazines all over the country,|and his Communist and Socialist Worker's Party newspapers would probably have appeared on the front pages of newspapers or magazines all over the country,
LJ006-0030|the great architectural experiment which grew out of the strong representations of Jeremy Bentham and others, and was the first national recognition of the principle|the great architectural experiment which grew out of the strong representations of Jeremy Bentham and others, and was the first national recognition of the principle
LJ016-0329|a bill was introduced by Mr. Hibbert, M.P., and accepted by the Government, providing for the future carrying out of executions within prisons.|a bill was introduced by Mr. Hibbert, M.P., and accepted by the Government, providing for the future carrying out of executions within prisons.
LJ019-0085|the prisoners might be supervised and watched at every step, and made liable to punishment for a trifling breach of an irksome code of regulations,|the prisoners might be supervised and watched at every step, and made liable to punishment for a trifling breach of an irksome code of regulations,
LJ030-0130|The spectators were still thickly congregated in front of the buildings which lined the east side of Houston Street, but the crowd thinned abruptly along Elm Street,|The spectators were still thickly congregated in front of the buildings which lined the east side of Houston Street, but the crowd thinned abruptly along Elm Street,
LJ032-0063|Since the rifle was shipped from Chicago on March 20, 1963, it was received in Dallas during the period when Oswald rented and used the box.|Since the rifle was shipped from Chicago on March twenty, nineteen sixty-three, it was received in Dallas during the period when Oswald rented and used the box.
LJ040-0170|because he didn't make friends with the boys in the neighborhood. She thought that he, quote, withdrew into a completely solitary and detached existence|because he didn't make friends with the boys in the neighborhood. She thought that he, quote, withdrew into a completely solitary and detached existence
LJ002-0079|Its name and its situation were the same as those of the old place of carrying out the terrible sentence inflicted on accused persons who stood mute.|Its name and its situation were the same as those of the old place of carrying out the terrible sentence inflicted on accused persons who stood mute.
LJ011-0065|When led out on the morning of his execution, these two last-named gentlemen each took hold of one of his arms, and so accompanied him to the scaffold.|When led out on the morning of his execution, these two last-named gentlemen each took hold of one of his arms, and so accompanied him to the scaffold.
LJ016-0377|The older officers, with several of whom I have conversed, have thus had unusual opportunities of watching the demeanor of murderers both before trial|The older officers, with several of whom I have conversed, have thus had unusual opportunities of watching the demeanor of murderers both before trial
LJ019-0229|This block was completed in 1859, after which the hitherto unavoidable and long-continued promiscuous association of prisoners|This block was completed in eighteen fifty-nine, after which the hitherto unavoidable and long-continued promiscuous association of prisoners
LJ019-0264|and it was decidedly of opinion that in all short sentences the hard labor of the tread-wheel, crank, and so forth should be the invariable rule.|and it was decidedly of opinion that in all short sentences the hard labor of the tread-wheel, crank, and so forth should be the invariable rule.
LJ029-0175|Both Dallas papers cited White House sources on September 26 as confirming the President's intention to visit Texas on November 21 and 22,|Both Dallas papers cited White House sources on September twenty-six as confirming the President's intention to visit Texas on November twenty-one and twenty-two,
LJ032-0238|Marina Oswald testified that the photographs were taken on a Sunday about 2 weeks before the attempted shooting of Maj. Gen. Edwin A. Walker|Marina Oswald testified that the photographs were taken on a Sunday about two weeks before the attempted shooting of Maj. Gen. Edwin A. Walker
